,Compoundid,phytochemical
1596,[Compound(5280445)],luteolin
1597,[Compound(10494)],oleanolic acid
1598,"[Compound(100067), Compound(443023), Compound(332426)]",syringaresinol
1599,[],"sy-ringaresinol-4,4'-O-bis-beta-D-glucoside"
1600,[],syringaresinol4-O-beta-D-monoglucoside
1601,[],takakin-8-O-beta-D-glucopyranoside
1602,[Compound(5321954)],tilianin
1603,[Compound(5321954)],tilianin
1604,[Compound(45273474)],Dracotanoside A
1605,[Compound(45273475)],Dracotanoside B
1606,[Compound(45273476)],Dracotanoside C
1607,[Compound(45270055)],Dracotanoside D
1608,[Compound(11220848)],Drimiopsin A
1609,[Compound(11186597)],Drimiopsin B
1610,[Compound(11254733)],Drimiopsin C
1611,[Compound(91885216)],Drimiopsin D
1612,[Compound(11437683)],Drimiopsin E
1613,[Compound(11231920)],Drimiopsin F
1614,[],drimiopsins A
1615,[],drimiopsins B
1616,[],drimiopsins C
1617,[],drimiopsins D
1618,[],drimiopsins E
1619,[],drimiopsins F
1620,[],"3,3'-dimethoxy ellagic acid"
1621,[Compound(442739)],droserone
1622,[],droserone-5-O-glucoside
1623,[Compound(5281855)],ellagic acid
1624,[],epi-isoshinanolone
1625,[],gossypetin-8-O-glucoside
1626,[Compound(443777)],isoshinanolone
1627,[],isoshinanolone-4-O-beta-D-glucoside
1628,[Compound(5280863)],kaempferol
1629,[Compound(10205)],plumbagin
1630,[Compound(5280343)],quercetin
1631,[],"5,7-dihydroxy-2-hydroxymethyl chromone"
1632,[Compound(222284)],beta-sitosterol
1633,[Compound(5280343)],quercetin
1634,[],quercetin-3-O-beta-D-pyranglucoside
1635,[Compound(5280805)],rutin
1636,[],alkaloids
1637,[Compound(101219337)],Ecbolin A
1638,[],alkaloids
1639,[],eleutheroside E(2)
1640,[],eleutherosides B
1641,[],eleutherosides E
1642,[],eleutherosides E(1)
1643,[],isomaltol 3-O-alpha-D-glucopyranoside
1644,[Compound(5789)],thymidine
1645,[],"5,3',4'-trihydroxy-7-O-beta-D-glucoside"
1646,[],"5,7,3',4-tetrahydroxyflavone"
1647,[Compound(5281607)],"5,7-dihydroxyflavone"
1648,[Compound(5280442)],acacetin
1649,[Compound(222284)],beta-sitosterol
1650,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
1651,[Compound(10494)],oleanolic acid
1652,[],"5-hydroxy-6, 7-dimethoxyflavone"
1653,[],"5-hydroxy-7, 8 -dimethoxyflavone"
1654,[Compound(5280445)],luteolin
1655,[Compound(15559460)],luteolin-5-O-beta-D-glucopyranoside
1656,[],luteolin-7-O-beta-D-glucopyranoside
1657,[Compound(12257282)],"2,5-dihydroxy-3-methyl-1,4-benzoquinone"
1658,[],"3beta, 11alpha, 16alpha, 28-tetrahydroxy-12-oleanene"
1659,[],"3beta, 28alpha-dihydroxy-16-oxo-13beta, 28-oxydooleanane"
1660,[],"3beta, 28-di-O-acetyl-16alpha-hydroxy-12-oleanene"
1661,[],"3beta,16alpha-di-O-acetyl-13beta, 28-epoxyoleanane"
1662,[],"3beta-acetyl-11alpha, 28-dihydroxy-16-oxo-12-oleanene"
1663,[],"3beta-acetyl-16alpha, 28alpha-dihydroxy-13beta, 28-oxydooleanane"
1664,[],"3beta-acetyl-16alpha-hydroxy-13beta, 28-epoxyoleanane"
1665,[],"3beta-acetyl-16alpha-hydroxyoleanane-13beta, 28-olide"
1666,[],"3beta-acetyl-16-oxo-13beta, 28-epoxyoleanane"
1667,[],3beta-acetyl-28-hydroxy-16-oxo-12-oleanene
1668,[Compound(15558423)],aegicerin
1669,[Compound(12114128)],embelinone
1670,[Compound(12114129)],protoprimulagenin A
1671,[],schimperinone
1672,[Compound(5280794)],stigmasterol
1673,"[Compound(92097), Compound(344467), Compound(5458935), Compound(5270611), Compound(129316882), Compound(137705053), Compound(146156832)]",taraxerol
1674,[Compound(92785)],taraxerone
1675,[Compound(44259080)],caohuoside-B
1676,[Compound(5351234)],"5,7-dihydroxy-3',4'-dimethoxyflavone"
1677,[Compound(5281601)],"5-hydroxy-7,4'-dimethoxyflavone"
1678,[Compound(5280442)],acacetin
1679,[Compound(5280443)],apigenin
1680,[Compound(5280666)],chrysoeriol
1681,[],flavogadorinin
1682,[Compound(31161)],pedalitin
1683,[],5-deoxyantirrhinoside
1684,[Compound(158144)],8-epiloganic acid
1685,[],"apigenin 7-(6""-p-coumaroyl) glucoside"
1686,[Compound(222284)],beta-sitosterol
1687,[],cimigoside
1688,[Compound(73401)],marrubiin
1689,[Compound(64945)],ursolic acid
1690,[],11-oxo-alpha-amyrin acetate
1691,"[Compound(11565610), Compound(44566759)]",19-epi-heyneanine
1692,[],19-heyneanine
1693,[],3-(2-oxopropyl) coronaridine
1694,[],3-hydroxyl coronaridine
1695,[],"5alpha, 8alpha-epidioxyergosta-6, 22-dien-3beta-ol"
1696,[Compound(73170)],alpha-amyrin
1697,[Compound(92842)],alpha-amyrin acetate
1698,[Compound(92842)],alpha-amyrin acetate
1699,[Compound(5742590)],beta-daucosterol
1700,[Compound(222284)],beta-sitosterol
1701,"[Compound(73489), Compound(6426909), Compound(278173), Compound(9829704), Compound(24721432), Compound(92471773), Compound(122393135), Compound(137628478)]",coronaridine
1702,[Compound(14061706)],coronaridine hydroxyindolenine
1703,[],"cycloart-23-ene-3beta, 25-diol"
1704,[],"cycloart-25-ene-3beta, 24-diol"
1705,"[Compound(197060), Compound(442108), Compound(363272), Compound(317505), Compound(44359514), Compound(89578867)]",ibogaine
1706,[],ibogamin-3-one
1707,"[Compound(100217), Compound(442109), Compound(320368), Compound(500053), Compound(363280), Compound(5458519), Compound(51055165)]",ibogamine
1708,"[Compound(73255), Compound(363270), Compound(10361692), Compound(102004769), Compound(91873338), Compound(261793), Compound(134688048)]",voacangine
1709,"[Compound(5281415), Compound(5374722), Compound(6436824), Compound(20840254), Compound(320369), Compound(9548898), Compound(26195301), Compound(12444915), Compound(101281359)]",vobasine
1710,[Compound(467497)],3-O-methylcalopocarpin
1711,[Compound(441251)],7-O-methylluteone
1712,[Compound(471687)],8-prenylluteone
1713,[Compound(12098451)],burttinonedehydrate
1714,[Compound(5280961)],genistein
1715,[Compound(42607959)],burttinone
1716,[],erycaffra D
1717,[],erycaffra E
1718,[],erycaffra F
1719,[Compound(10760434)],erysubin B
1720,[Compound(44257283)],erythrinin C
1721,[],isosenegalensein
1722,[Compound(471687)],eriotrichin B
1723,"[Compound(362562), Compound(21141346)]",erybraedin A
1724,[],erybraedin C
1725,[Compound(471689)],erybraedin D
1726,[Compound(471690)],erybraedin E
1727,[],isonorautenol
1728,[Compound(5281611)],"3,7,4'-trihydroxyflavone"
1729,[Compound(162933)],demethylmedicarpin
1730,[Compound(11760422)],erypoegin I
1731,[],erythrabissin I
1732,[Compound(46879996)],erythribyssin A
1733,[Compound(15546808)],eryvarin D
1734,[],Fuscacarpan A
1735,[],Fuscacarpan B
1736,[],Fuscacarpan C
1737,[Compound(5280961)],genistein
1738,[Compound(101995345)],hydroxycristacarpone
1739,[Compound(638278)],isoliquiritigenin
1740,[Compound(114829)],liquiritigenin
1741,"[Compound(91885009), Compound(129317248)]",orientanol A
1742,[Compound(467498)],sandwicensin
1743,[Compound(5379679)],scandenone
1744,"[Compound(171769), Compound(439310)]",vestitone
1745,[],8-prenyl erythrinin C
1746,[Compound(14841119)],8-prenyldaidzein
1747,[Compound(5490139)],alpinumisoflavone
1748,[Compound(5281708)],daidzein
1749,[Compound(10384155)],dimethylalpinumisoflavone
1750,[Compound(15478903)],erysenegalensein E
1751,[Compound(5743442)],erythrinassinate B
1752,[Compound(5280961)],genistein
1753,[Compound(54688677)],indicanine A
1754,[Compound(54712408)],indicanine B
1755,[Compound(10736576)],indicanine C
1756,[Compound(10328008)],indicanine D
1757,[Compound(636496)],indicanine E
1758,[Compound(5281814)],wighteone
1759,[Compound(11739635)],erylatissin A
1760,[Compound(11186717)],erylatissin B
1761,[Compound(11382659)],erylatissin C
1762,[],abyssinone V-4'-methylethe
1763,[Compound(5490139)],alpinumisoflavone
1764,[Compound(42607959)],burttinone
1765,[Compound(5318561)],isoerysenegalensein E
1766,[],isosenegalensin
1767,[],lysisteisoflavanone
1768,[Compound(5281814)],wighteone
1769,[Compound(44481782)],"3'-formyl-5,4'-dihydroxy-7-methoxyisoflavone"
1770,[Compound(5494866)],3'-isoprenylgenistein
1771,[],"5,2',4'-trihydroxy-7-methoxy-5'-(3-methylbuten-2-yl)isoflavone"
1772,[],"5,4'-dihydroxy-7-methoxy-3'-(3-methyl-2-hydroxybuten-3-yl)isoflavone"
1773,[],"5,4'-dihydroxy-7-methoxy-3'-(3-methylbuten-2-yl)isoflavone"
1774,[],"5-hydroxy-3''-hydroxy-2'',2''-dimethyldihydropyrano[5'',6'':3',4']isoflavone"
1775,[Compound(5490139)],alpinumisoflavone
1776,[Compound(126540)],crystacarpin
1777,[Compound(5317199)],erypoegin D
1778,[Compound(26238934)],isolupabigenin
1779,[Compound(5281814)],wighteone
1780,[Compound(12051845)],erysubin C
1781,[Compound(12051846)],erysubin D
1782,[Compound(637080)],erysubin E
1783,[Compound(12051847)],erysubin F
1784,[Compound(24770439)],"(+)-10,11-dioxoepierythratidine"
1785,[],"(+)-10,11-dioxoerythratidinone"
1786,[Compound(24770437)],"(+)-10,11-dioxoerythratine"
1787,[Compound(24761044)],1-methoxyerythrabyssin II
1788,"[Compound(124355984), Compound(42607927)]",5-hydroxysophoranone
1789,[Compound(442153)],abyssinone V
1790,"[Compound(362562), Compound(21141346)]",erybraedin A
1791,[Compound(10362969)],erycristagallin
1792,[Compound(10410005)],erystagallin A
1793,[],erythrabissin-1
1794,"[Compound(10408212), Compound(5086400), Compound(124351123)]",erythrabyssin II
1795,[Compound(44448173)],eryvarin A
1796,[Compound(101995345)],hydroxycristacarpone
1797,[Compound(484588)],lespedezaflavanone B
1798,[Compound(9846221)],sophoradiol
1799,[Compound(115012)],soyasapogenol B
1800,[Compound(44448192)],vogelin C
1801,[Compound(101761)],erythrodiol
1802,[Compound(44448173)],eryvarin A
1803,[Compound(101010400)],eryvarin B
1804,[Compound(637295)],eryvarin F
1805,[Compound(5317213)],eryvarin G
1806,[Compound(102208345)],eryvarin M
1807,[Compound(102208346)],eryvarin N
1808,[Compound(102208347)],eryvarin O
1809,[Compound(102208348)],eryvarin P
1810,[Compound(10024310)],eryvarin Q
1811,[Compound(46886696)],eryvarin R
1812,[Compound(5318561)],isoerysenegalensein E
1813,[Compound(15237156)],laburnetin
1814,[Compound(5317480)],lupiwighteone
1815,[Compound(5281814)],wighteone
1816,[Compound(10449654)],carpachromene
1817,[],erythrivarone C
1818,[Compound(402594)],euchrenone b10
1819,[Compound(161271)],salvigenin
1820,[Compound(5379679)],scandenone
1821,[Compound(101396887)],vogelin H
1822,[Compound(101396888)],vogelin I
1823,[Compound(101396889)],vogelin J
1824,[],Alkaloids
1825,[],Leucoanthocyanin
1826,[],cypellocarpins A
1827,[],cypellocarpins B
1828,[],cypellocarpins C
1829,"[Compound(44631994), Compound(102417839), Compound(134813469)]",eucalmaidin A
1830,"[Compound(44482055), Compound(102417840)]",eucalmaidin B
1831,"[Compound(44482056), Compound(102417841)]",eucalmaidin C
1832,[Compound(102417842)],eucalmaidin D
1833,"[Compound(91895372), Compound(51136390), Compound(75614510)]",eucalmaidin E
1834,[],Alkaloids
1835,[Compound(72276)],(-)epicatechin
1836,[Compound(689043)],caffeic acid
1837,"[Compound(9064), Compound(107957)]",catechin
1838,[Compound(1794427)],chlorogenic acid
1839,[Compound(10470)],n-octacosanoic acid
1840,[Compound(5280805)],rutin
1841,[],"tetracosanoic-2, 3-dihydroxypropylester"
1842,[Compound(101868574)],euodionoside A
1843,[Compound(101868575)],euodionoside B
1844,[Compound(102374980)],euodionoside C
1845,[Compound(101868576)],euodionoside D
1846,[Compound(101868577)],euodionoside E
1847,[Compound(11303786)],euodionoside F
1848,[Compound(101450242)],euodionoside G
1849,[],"3,15-dihydroxy-ent-labd-7-en-17-oic acid 3-O-beta-D-glucoside"
1850,[Compound(12611207)],"(24R)-24-ethylcholesta-4,22-dien-3-one"
1851,[],"3beta-[(2E,4E)-6-oxo-decadienoyloxy]-olean-12-ene"
1852,"[Compound(161616), Compound(146158496)]",acetylaleuritolic acid
1853,"[Compound(92156), Compound(345510), Compound(6708527), Compound(5318302), Compound(13019938), Compound(21141023)]",beta-amyrin acetate
1854,"[Compound(5484202), Compound(60123241)]",beta-sitostenone
1855,[Compound(222284)],beta-sitosterol
1856,[],"cycloart-22-ene-3beta, 25-diol"
1857,"[Compound(92097), Compound(344467), Compound(5458935), Compound(5270611), Compound(129316882), Compound(137705053), Compound(146156832)]",taraxerol
1858,[Compound(92785)],taraxerone
1859,[Compound(44513068)],heitziamide A
1860,[Compound(44513069)],heitziamide B
1861,[Compound(102420150)],heitziethanoid A
1862,[Compound(102420151)],heitziethanoid B
1863,"[Compound(10621), Compound(3594), Compound(5701999), Compound(6419939), Compound(16394497), Compound(45358131), Compound(53477767), Compound(44143719), Compound(45933922), Compound(86579284), Compound(91927750), Compound(129010007)]",hesperidin
1864,[Compound(73337)],magnoflorine
1865,"[Compound(173713), Compound(157129)]",oblongine
1866,[Compound(167718)],tembetarine
1867,[Compound(181121)],bocconoline
1868,[Compound(97176)],canthin-6-one
1869,[Compound(2703)],chelerythrine
1870,[Compound(68085)],dictamnine
1871,"[Compound(161570), Compound(356087)]",edulinine
1872,[Compound(107936)],gamma-fagarine
1873,[Compound(73337)],magnoflorine
1874,[Compound(6760)],skimmianine
1875,[Compound(167718)],tembetarine
1876,[Compound(23250812)],Burkinabin A
1877,[Compound(23250813)],Burkinabin B
1878,[Compound(23250814)],Burkinabin C
1879,[],28-O-beta-D-glucopyranoside
1880,[],3-O-[beta-D-glucopyranosyl-(1-->2)]-beta-D-glucopyranosyl-(1-->3)-alpha-L-arabinosyl oleanolic acid
1881,[],3-O-alpha-L-arabinopyranosyl quinovic acid 28-O-beta-D-glucopyranoside
1882,[],3-O-beta-D-glucopyranosyl(1-->2)-[beta-D-glucopyranosyl(1-->3)]-alpha-L- arabino pyranosyl oleanolic acid 28-O-beta-D-glucopyranoside
1883,[],"3-O-beta-D-glucopyranosyl(1-->2)-[beta-D-glucopyranosyl(1-->3)]-alpha-L- arabino pyranosyl oleanolic acid,"
1884,[],3-O-beta-D-glucopyranosyl-(1-->3)-alpha-L-arabinopyranoside oleanolic acid
1885,[],3-O-beta-D-glucopyranosyl-(1-->3)-alpha-L-arabino-pyranosyl quinovic acid 28-O-beta-D-glucopyranoside
1886,[],3-O-beta-D-xylopyranosyl (1-->2)-[beta-D-glucopyranosyl (1-->3)-alpha-L-arabinopyranosyl 27-hydroxyursolic acid 28-O-beta-D-glucopyranoside
1887,[],3-O-beta-D-xylopyranosyl(1-->2)-[beta-D-glucopyranosyl (1-->3)]-alpha- L-arabinopyranosyl oleanolic acid
1888,[],3-O-beta-D-xylopyranosyl(1-->2)-[beta-D-glucopyranosyl (1-->3)]-alpha-L-arabinopyranosyl 27-hydroxyoleanolic acid
1889,[],3-O-beta-D-xylopyranosyl(1-->2)-[beta-D-glucopyranosyl(1-->3)]-alpha-L- arabinopyranosyl oleanolic acid 28-O-beta-D-glucopyranoside
1890,[],3-O-beta-D-xylopyranosyl(1-->2)-[beta-D-glucopyranosyl(1-->3)]-alpha-L- arabinopyranosyl ursolic acid 28-O-beta-D-glucopyranoside
1891,[],acacetin-7-O-rhamnoside
1892,[Compound(25079965)],kaempferol-7-O-rhamnoside
1893,[],monodesmosidic saponins
1894,[],Carotenoids
1895,[Compound(54678486)],Coumarins
1896,[],Flavone aglycones
1897,[],Flavone glycosides
1898,[Compound(5280443)],apigenin
1899,[Compound(5281612)],diosmetin
1900,[Compound(11016019)],diosmetin-7-O-beta-D-glucopyranoside
1901,[Compound(5273755)],eupatilin
1902,[Compound(5280445)],luteolin
1903,[],"luteolin-7-O-(6""-O-acetyl)-beta-D-glucopyranoside"
1904,[],luteolin-7-O-beta-D-glucopyranoside
1905,[],"15?-methoxy-14,15-dihydrosecurinine"
1906,[],secuamamine H
1907,[],securinol E
1908,[],"2,7-Dimethyl-1,6-octadione"
1909,[],"3,4-Dimethyl styrene"
1910,"[Compound(13894537), Compound(5315347), Compound(11820258), Compound(13894533), Compound(21159022), Compound(44583886)]",Bicyclogermacrene
1911,[Compound(6616)],Camphene
1912,[Compound(7438)],Carveol
1913,[Compound(7439)],Carvone
1914,[Compound(91751217)],cis-Myrtanyl acetate
1915,"[Compound(5273464), Compound(24521), Compound(11830220)]",Isopropyl cinnamate
1916,[Compound(22311)],Limonene
1917,[Compound(6549)],Linalool
1918,[Compound(31253)],Myrcene
1919,[Compound(8164)],Octyl acetate
1920,[Compound(7463)],p-Cymene
1921,[Compound(16441)],Perillaldehyde
1922,[Compound(61780)],Perillyl acetate
1923,[Compound(381152)],Piperitenone
1924,[Compound(519323)],"p-Mentha-1,5-dien-8-ol"
1925,[Compound(155626)],"p-Mentha-2,8-dien-1-ol"
1926,"[Compound(92231), Compound(522266), Compound(6432640), Compound(13854255), Compound(97032059)]",Spathulenol
1927,[Compound(16656318)],trans-Myrtanyl acetate
1928,[],?-Copaene
1929,[],?-Pinene
1930,[],?-Selinene
1931,[],?-Elemene
1932,[],?-Terpinene
1933,[Compound(6654)],alpha-Pinene
1934,[Compound(442501)],alpha-Terpinol
1935,[Compound(10812)],beta-Cymene
1936,[Compound(31253)],beta-Myrcene
1937,[Compound(14896)],beta-Pinene
1938,[Compound(7461)],gamma-Terpinene
1939,[Compound(22311)],Limonene
1940,[],"(+/-)-2-methylene-6,6-dimethyl,-bicyclo [3.1.1]-heptane"
1941,[],caryophilene
1942,[Compound(17100)],p-menth-1-en-8-ol
1943,[Compound(7469)],1-(4-hydroxyphenyl)-ethanone
1944,[Compound(72)],"3,4-dihydroxybenzoic acid"
1945,[],4-hydroxytruxillic acid
1946,[Compound(370)],gallic acid
1947,[Compound(637542)],p-hydroxycinnamic acid
1948,[Compound(8468)],vanillic acid
1949,[],(+) -medioresinol
1950,[],"(+)-pinoresinol 4,4'-O-bis-beta-D-glucopyranoside"
1951,[Compound(5281612)],diosmetin
1952,[Compound(11016019)],diosmetin 7-O-beta-D-glucopyranoside
1953,[Compound(637584)],epipinoresinol
1954,[Compound(5281654)],isorhamnetin
1955,[],isorhamnetin 3-O-alpha-L-rhamnopyranosyl-(1-6)-beta-D-glucopyranoside
1956,[],quercetin-3-O-beta-D-glucopyranoside
