"","chemicals"
"4257","4-epi-cubebol"
"4258","alpha-cadinol"
"4259","caryolane-1,9/3-diol"
"4260","caryophyllenol-I"
"4261","caryophyllenol-II"
"4262","ent-T-muurolol"
"4263","oxyphyllenodiols A"
"4264","t-cadinol"
"4265","torreyol"
"4266","henrischinins A"
"4267","henrischinins B"
"4268","henrischinins C"
"4269","lancifodilactone I"
"4270","lancifodilactone J"
"4271","lancifodilactone K"
"4272","lancifodilactone L"
"4273","lancifodilactone M"
"4274","lancifodilactone N"
"4275","schilancifolignan A"
"4276","schilancifolignan B"
"4277","schilancifolignan C"
"4278","neglschisandrin C"
"4279","neglschisandrin D"
"4280","neglschisandrin E"
"4281","neglschisandrin F"
"4282","(+/-) 5,8-epoxyl-6, 7-dimethyl-2',3',2"",3""-dimethylenedioxy-4', 1""-dimethyl-1,2:3,4-dibenzo-1, 3-cyclooctadiene"
"4283","angeloylgomisin O"
"4284","angeloylisogomisin O"
"4285","kadsulignan L"
"4286","propindilatone E"
"4287","propindilatone F"
"4288","propindilatones G"
"4289","propindilatones H"
"4290","propindilatones I"
"4291","propindilatones J"
"4292","tigloylgomisin P"
"4293","wuweizisu C"
"4294","rubriflorin A"
"4295","rubriflorin B"
"4296","rubriflorin C"
"4297","rubrilignan A"
"4298","rubrilignan B"
"4299","schisphenlignan A"
"4300","schisphenlignan B"
"4301","schisphenlignan C"
"4302","schisphenlignan D"
"4303","schisphenlignan E"
"4304","schisphenlignan F"
"4305","schisphenlignan G"
"4306","schisphenlignan H"
"4307","schisphenlignan I"
"4308","schisphenlignan J"
"4309","schisphenlignan K"
"4310","sphenadilactone C"
"4311","sphenasin A"
"4312","marlignan A"
"4313","marlignan B"
"4314","marlignan C"
"4315","marlignan D"
"4316","marlignan E"
"4317","marlignan F"
"4318","marlignan G"
"4319","marlignan H"
"4320","marlignan I"
"4321","marlignan J"
"4322","marlignan K"
"4323","marlignan L"
"4324","marlignan M"
"4325","marlignan N"
"4326","marlignan O"
"4327","marlignan P"
"4328","marlignan Q"
"4329","marlignan R"
"4330","marlignan S"
"4331","marphenol C"
"4332","marphenol D"
"4333","marphenol E"
"4334","marphenol F"
"4335","1, 2, 5-trihydroxy-6, 8-dimethoxy-9H-xanthen-9-one"
"4336","1, 3, 6-trihydroxy-2,7-dimethoxyxanthone"
"4337","1, 3, 8-trihydroxy-2-methoxyxanth-one"
"4338","1, 3, 8-trihydroxy-4-methoxyxanthone"
"4339","1, 5-dihydroxy-2, 6, 8-trimethoxy-9H-xanthen-9-one"
"4340","1, 7-dihydroxy-9H-xanthen-9-one"
"4341","1,7-dimethoxy-9H-xanthen-9-one"
"4342","3, 4-dihydroxybezoic acid"
"4343","3, 8-dihydroxy-1, 4-dimethoxy-9H-xanthen-9-one"
"4344","3-hydroxy-4-methoxylbenzoic acid"
"4345","3-O-beta-D-glucopyranosyl-spinasterol"
"4346","4, 6-dihydroxy-1, 5, 7-trimethoxy-9H-xanthen-9-one"
"4347","4-hydroxy-2,6-dimethoxy-benzophenone"
"4348","4-hydroxy-3, 7-dimethoxy-9H-xanthen-9-one"
"4349","7-hydroxy-1, 2, 3, 8-tetrame thoxyxanthone"
"4350","7-hydroxy-1, 2, 3, 8-tetramethoxy-9H-xanthen- 9-one"
"4351","aucuparin"
"4352","coniferaldehyde"
"4353","securiphenone B"
"4354","securisteroside"
"4355","securixanside A"
"4356","securixanside B"
"4357","securixanside C"
"4358","securixanthone A"
"4359","securixanthone B"
"4360","spinasterol"
"4361","securinol A"
"4362","securinol B"
"4363","securinol C"
"4364","secu'amamine B"
"4365","secu'amamine C"
"4366","secu'amamine D"
"4367","(-)-olivil(4), beta-sitosterol"
"4368","(-)-syringaresinol"
"4369","(+)-meduiresinol"
"4370","(+)-pinoresinol"
"4371","2,6-dimethoxy-p-benzoquinone"
"4372","4-hydroxy-3-methoxybenzoic acid"
"4373","corosolic acid"
"4374","daucosterol"
"4375","daucosterol"
"4376","oleanolic acid"
"4377","palmitic acid"
"4378","uroslic acid"
"4379","urs-12-en-28-ol"
"4380","apigenin"
"4381","apigenin-7-O-glucuronic acid"
"4382","ladanetin"
"4383","ladanetin-6-O-beta-D-glucoside"
"4384","pedalitin"
"4385","pedalitin-6-O-glucoside"
"4386","1,8-cineole"
"4387","alpha-humulene"
"4388","alpha-pinene"
"4389","alpha-terpinene"
"4390","beta-pinene"
"4391","bornyl acetate"
"4392","camphene"
"4393","limonene"
"4394","O-cymene"
"4395","trans-caryophyllene"
"4396","tridecane"
"4397","alpha-cadinol"
"4398","alpha-copaene"
"4399","alpha-terpineol"
"4400","Asiatic acid"
"4401","beta-elemene"
"4402","gamma-cadinene"
"4403","gamma-muurolene"
"4404","Germacrene-D"
"4405","globulol"
"4406","T-cadinol"
"4407","viridiflorene"
"4408","7-epicandicandiol"
"4409","epoxyisolinearol"
"4410","leucoseptoside A"
"4411","linearol"
"4412","martynoside"
"4413","ozturkoside A"
"4414","ozturkoside B"
"4415","ozturkosides C"
"4416","sideroxol"
"4417","sidol"
"4418","verbascoside"
"4419","silenorubicoside A"
"4420","silenorubicoside B"
"4421","silenorubicoside C"
"4422","silenorubicoside D"
"4423","phenethyl isothiocyanate"
"4424","8-hydroxy-3-methoxy-5H-pyrido [2, 1-c] pyrazin-5-one"
"4425","beta-sitosterol"
"4426","ethly 2,6-dioxo-1,2,3,6-tetrahy-dropyrimidine-4-carboxylate"
"4427","lignoceric acid"
"4428","lupeol"
"4429","(+)-medioresinol"
"4430","(+)-pinoresinol"
"4431","(+)-syringaresinol"
"4432","3, 4-dihydroxhbenzoic acid"
"4433","3-methoxy-4-hydroxyienzoic acid"
"4434","6-methoy-hydroxycoumarin"
"4435","adenosine"
"4436","beta-sitosterol"
"4437","ethyl beta-d-thevetopyranosyl-(1-->4)-alpha-D-oleandropyranoside"
"4438","ethyl beta-D-thevetopyranosyl-(1-->4)-beta-D-oleandropyranoside"
"4439","nigrumnins I"
"4440","nigrumnins II"
"4441","p-hydroxybenzoic acid"
"4442","pinoresinol-4-O-beta-D-glucopyranoside"
"4443","scopoletin"
"4444","solanigroside A"
"4445","solanigroside B"
"4446","syringaresinol-4-O-beta-D-glucopyranoside"
"4447","tetracosanoic acid"
"4448","alkaloids"
"4449","essential oil"
"4450","3/beta, 7, 4'-trihydroxy-5-methoxy-8-[3,3-dimethylallyl] -flavanone"
"4451","isoxanthohumol"
"4452","kurarinone"
"4453","kushenol I"
"4454","-methoxy-7, 2', 4'-trihydroxy-8-[3,3-dimethylallyl] -flavanone"
"4455","nor-kurarinone [(2S) -sophoraflavanone G]"
"4456","(-)-13,14-dehydrosophoridine"
"4457","(-)-9alpha-hydroxysophocarpine"
"4458","(-)-anagyrine"
"4459","(-)-sophocarpine"
"4460","(+)-12alpha-Hydroxysophocarpine"
"4461","(+)-9alpha-hydroxymatrine"
"4462","(+)-allomatrine"
"4463","(+)-lehmannine"
"4464","(+)-matrine"
"4465","(+)-oxymatrine"
"4466","(+)-oxysophocarpine"
"4467","kuraidin"
"4468","kurarinol"
"4469","kushenol H"
"4470","kushenol K"
"4471","sophoflavescenol"
"4472","trifolirhizin"
"4473","6,7,10-trihydroxy-8-octadecenoic acid"
"4474","beta-sitosterol plamitate"
"4475","daucosterol plamitate"
"4476","SanLeng diphenylacetypene"
"4477","SanLeng diphenyllactone"
"4478","D-mannitol"
"4479","erythrol"
"4480","isorhamnetin-3-O-[6""-(3-hydroxy-3-methylglutaroyl)-beta-D-glucopyranoside]"
"4481","n-butyl-O-beta-D-fructopyranoside"
"4482","nicotinic acid"
"4483","quercitrin"
"4484","succinic acid"
"4485","uridine"
"4486","a-humulene"
"4487","delta-cadinene"
"4488","delta-elemene"
"4489","germacrene-D"
"4490","trans-beta-caryophyllene"
"4491","1, 4-methano-1 H-indene"
"4492","alpha-pinene"
"4493","Beta-Phellandrene"
"4494","delta-cadinene"
"4495","germacrene D"
"4496","germacrene-D"
"4497","myrcene"
"4498","?-pinene"
"4499","?-thujone"
"4500","?-phellandrene"
"4501","staphylionoside A"
"4502","staphylionoside B"
"4503","staphylionoside C"
"4504","staphylionoside D"
"4505","staphylionoside E"
"4506","staphylionoside F"
"4507","staphylionoside G"
"4508","staphylionoside I"
"4509","staphylionoside J"
"4510","staphylionoside K"
"4511","Acutumine"
"4512","Aknadinine"
"4513","cepharamine"
"4514","cepharatines A"
"4515","cepharatines B"
"4516","cepharatines C"
"4517","cepharatines D"
"4518","corydalmine"
"4519","corydine"
"4520","corypalmine"
"4521","Discretamine"
"4522","isocorydine"
"4523","isocorydione"
"4524","lysicamine"
"4525","palmatine"
"4526","sinoacutine"
"4527","Sinomenine"
"4528","sinoracutine"
"4529","Stephasunoline"
"4530","tetrahadropalmatine"
"4531","(+)-stepharine"
"4532","capaurine"
"4533","cephamonine"
"4534","palmatine"
"4535","sinoacutine"
"4536","sinomenine"
"4537","stepharanine"
"4538","tetrahydropalmatine"
"4539","Cepharamine"
"4540","Daurioxoisoporphine D"
"4541","l-tetrahadropalmatine"
"4542","Stephamiersine"
"4543","Telitoxine"
"4544","(-)-pinoresinol glucoside"
"4545","arctiin"
"4546","dihydrodehydrodiconiferyl alcohol 9'-O-glucoside"
"4547","egonol"
"4548","egonol glucoside"
"4549","matairesinoside"
"4550","matairesinoside"
"4551","methylsyringin"
"4552","pinoresinol-4-O-beta-D-glucopyranoside"
"4553","styraxjaponoside A"
"4554","styraxjaponoside B"
"4555","styraxjaponoside C"
"4556","styraxlignolide B"
"4557","styraxlignolide C"
"4558","styraxlignolide D"
"4559","styraxlignolide E"
"4560","styraxlignolide F"
"4561","syringin"
"4562","syringin"
"4563","taraxerol"
"4564","angustins A"
"4565","angustins B"
"4566","daviditin A"
"4567","daviditin B"
"4568","gentiacaulein"
"4569","methylswertianin"
"4570","1,3,5,8-tetrahydroxyxanthone"
"4571","1,7-dihydroxy-3,4,8-trimethoxyxanthone"
"4572","bellidifolin"
"4573","beta-sitosterol"
"4574","daucosterol"
"4575","gentiacaulein"
"4576","methylswertianin"
"4577","oleanolic acid"
"4578","swertianin"
"4579","swertianolin"
"4580","1,5-dihydroxy-3-methoxy-6-O-primeverosyl xanthone"
"4581","8-hydroxy-3,5-dimethoxy-1-O-primeverosyl xanthone"
"4582","bellidin"
"4583","gentisein"
"4584","isobellidifolin"
"4585","puniceaside A"
"4586","puniceaside B"
"4587","puniceaside C"
"4588","puniceaside D"
"4589","puniceaside E"
"4590","6-acetoxyhumilinolide C"
"4591","11-deoxyswietenialide D"
"4592","12alpha-acetoxyswietephragmin C"
"4593","12alpha-acetoxyswietephragmin D"
"4594","1-O-acetylkhayanolide A"
"4595","1-O-Acetylkhayanolide B"
"4596","1-O-Deacetylkhayanolide E"
"4597","2,11-diacetoxyswietenialide D"
"4598","2-acetoxyswietenialide D"
"4599","3beta,6-dihydroxydihydrocarapin"
"4600","3beta-O-destigloyl-3beta-O-benzoyl-12alpha-acetoxyswietephragmin C"
"4601","3beta-O-destigloyl-3beta-O-benzoyl-12alpha-acetoxyswietephragmin D"
"4602","3beta-O-destigloyl-3beta-O-benzoyl-6-O-acetylswietephragmin E"
"4603","6-O-acetylswietephragmin E"
"4604","augustineolide"
"4605","catechin"
"4606","epicatechin"
"4607","epoxyfebrinin B"
"4608","Khayalactone"
"4609","Khayanolide A"
"4610","Khayanolide B"
"4611","Khayanolide E"
"4612","Khayanone"
"4613","methyl-6-?-hydroxy angolensate"
"4614","O-acetyl-swietenolide"
"4615","swietemacrophyllanin"
"4616","Swietenine J"
"4617","swietenitin A"
"4618","swietenitin B"
"4619","swietenitin C"
"4620","swietenitin D"
"4621","swietenitin E"
"4622","swietenitin F"
"4623","swietenitin G"
"4624","swietenitin H"
"4625","swietenitin I"
"4626","swietenitin J"
"4627","swietenitin K"
"4628","swietenitin L"
"4629","swietenitin M"
"4630","swietenitin M"
"4631","swietenitin N"
"4632","swietenitin O"
"4633","swietenitin P"
"4634","swietenitin Q"
"4635","swietenitin R"
"4636","swietenitin S"
"4637","swietenitin T"
"4638","swietenitin U"
"4639","swietenitin V"
"4640","swietenitin W"
"4641","swietenitin X"
"4642","Swietenolide diacetate"
"4643","isoligustroside"
"4644","isooleuropein"
"4645","Safghanoside A"
"4646","Safghanoside B"
"4647","Safghanoside C"
"4648","Safghanoside D"
"4649","Safghanoside E"
"4650","Safghanoside F"
"4651","Safghanoside G"
"4652","Safghanoside H"
"4653","(-)-olivil-4'-O-beta-D: -glucopyranoside"
"4654","cis-echinacoside"
"4655","decaffeoylacteoside"
"4656","glycosides-3'-O-beta-D: -glucopyranosysalidroside"
"4657","ones-forsythoside B"
"4658","osmanthuside F"
"4659","(+) -Medioresinol di-O-beta-D-glucopyranosied"
"4660","D-mannitol"
"4661","Kaempferol-3-O-beta-D-glucopyranosied"
"4662","Liriodendrin"
"4663","Quercetin 3-O-beta-D-glucopyranoside"
"4664","Rutin"
"4665","Syningin"
"4666","5,7-dihydroxy-2-methylchromone 8-C-beta-D-glucopyranoside"
"4667","apigenin 6-C-[beta-D-xylopyranosyl-(1'''-->2'')-beta-D-galactopyranoside]-7-O-beta-D-(6-O-p-coumarylglucopyranoside)"
"4668","apigenin 6-C-[beta-D-xylopyranosyl-(1'''-->2'')-beta-D-galactopyranoside]-7-O-beta-D-glucopyranoside"
"4669","biflorin"
"4670","ellagic acid"
"4671","gallic acid"
"4672","kaempferol"
"4673","myricetin"
"4674","oleanolic acid"
"4675","rhamnocitrin"
"4676","beta-daucosterol"
"4677","beta-sitosterol"
"4678","friedelin"
"4679","oleanolic acid"
"4680","pomolic acid"
"4681","ursolic acid"
"4682","19(S)-hydroxyibogamine"
"4683","19-epi-isovoacristine"
"4684","3R/S-ethoxy-19-epi-heyneanine"
"4685","3R/S-ethoxyheyneanine"
"4686","conodiparine A"
"4687","conodiparine B"
"4688","conodiparine C"
"4689","conodiparine D"
"4690","conodiparine E"
"4691","conodiparine F"
"4692","conodutarine A"
"4693","conodutarine B"
"4694","cononitarine A"
"4695","cononitarine B"
"4696","isovoacryptine"
"4697","jerantinine A"
"4698","jerantinine B"
"4699","jerantinine C"
"4700","jerantinine D"
"4701","jerantinine E"
"4702","jerantinine F"
"4703","jerantinine G"
"4704","jerantinine H"
"4705","jerantiphylline A"
"4706","jerantiphylline B"
"4707","tabernaricatine A"
"4708","tabernaricatine B"
"4709","tabernaricatine C"
"4710","tabernaricatine D"
"4711","tabernaricatine E"
"4712","tabernaricatine F"
"4713","tabernaricatine G"
"4714","4-allylanisole"
"4715","trans-anethole"
"4716","alkaloids"
"4717","1,3-di-O-galloyl-4,6-O-(S)-hexahydroxydiphenoyl-beta-D-glucose"
"4718","3alpha-(3'',4''-dihydroxy-trans-cinnamoyloxy)-D-friedoolean-14-en-28-oic acid"
"4719","3-O-trans-caffeoylisomyricadiol"
"4720","coniferyl alcohol 4-O-sulphate"
"4721","gemin D"
"4722","hippomanin A"
"4723","hirtellin A"
"4724","kaempferol 4'-methyl ether"
"4725","methyl ferulate 3-O-sulphate"
"4726","nilotinin D1"
"4727","nilotinin D2"
"4728","nilotinin D3"
"4729","nilotinin M1"
"4730","quercetin 3-O-beta-D-glucupyranuronide"
"4731","remurin A"
"4732","remurin B"
"4733","tamarixetin"
"4734","1,8-cineole"
"4735","alpha-thujone"
"4736","beta-thujone"
"4737","Carvone"
"4738","1,8-cineole"
"4739","cis-chrysanthenyl acetate"
"4740","palmitic acid"
"4741","palmitic acid methyl ester"
"4742","sitosterol"
"4743","stigmasterol"
"4744","thymol"
"4745","trans-chrysanthenyl acetate"
"4746","trans-thujone"
"4747","umbellulone"
"4748","1-hydroxymethyl-5-hydroxy-phenyl-2-O-beta-D-glucopyranoside"
"4749","3, 4-dihydroxybenzoic acid"
"4750","3, 4-di-O-caffeoylquinic acid"
"4751","3, 5-dihydroxylbenzoic acid"
"4752","3, 5-di-O-caffeoylquinic acid"
"4753","3-O-caffeoylquinic acid"
"4754","4, 5-di-O-caffeoylquinic acid"
"4755","artemetin"
"4756","artemetin"
"4757","beta-sitosterol"
"4758","caffeic acid"
"4759","caffeic acid"
"4760","caffeic acid ethyl ester"
"4761","esculetin"
"4762","esculetin"
"4763","furulic acid"
"4764","gallic acid"
"4765","gallicin"
"4766","genkwanin"
"4767","genkwanin-4'-O-beta-D-lutinoside"
"4768","hesperetin"
"4769","hesperidin"
"4770","isodonsesquitin A"
"4771","isoetin"
"4772","isoetin-7- O-beta-D-glucopyranosyl-2'-O-beta-D-xyloypyranoside"
"4773","isoetin-7-O-beta-D-glucopyranosyl- 2'-O-alpha-L-arabinopyranoside"
"4774","isoetin-7-O-beta-D-glucopyranosyl-2'-O-alpha-D-glucopyranoside"
"4775","lupenol acetate"
"4776","luteolin"
"4777","luteolin"
"4778","luteolin-7-O-beta-D-galactopyranoside"
"4779","luteolin-7-O-beta-D-glucopyranoside"
"4780","luteolin-7-O-beta-D-glucopyranoside"
"4781","mongolicumin A"
"4782","mongolicumin B"
"4783","palmitic acid"
"4784","p-coumaric acid"
"4785","phi-taraxasteryl acetate"
"4786","p-hydroxybenzoic acid "
"4787","quercetin"
"4788","quercetin"
"4789","quercetin-3', 4', 7-trime-thyl ether"
"4790","quercetin-3, 7-O-beta-D-diglucopyranoside"
"4791","quercetin-7-O-[beta-D-glucopyranosyl (1-->6) -beta-D-glucopyranoside"
"4792","rufescidride"
"4793","sesquiterpene ketolactone"
"4794","stigmasterol"
"4795","stigmasterol"
"4796","syringic acid"
"4797","taraxacin"
"4798","taraxasteryl acetate"
"4799","taraxasteryl acetate"
"4800","beta-sitosterol"
"4801","daucosterol"
"4802","ferulic acid"
"4803","gallic acid"
"4804","isoquercitrin"
"4805","quercetin"
"4806","quercitrin"
"4807","quervetin 3-O-beta-D-galactoside"
"4808","rutin"
"4809","alkaloids"
"4810","alkaloids"
"4811","beta-sitosterol"
"4812","betulinic acid"
"4813","catechin"
"4814","daucosterol"
"4815","huazhongilexin"
"4816","lupeol"
"4817","maslinic acid"
"4818","oleanolic acid"
"4819","tetracentronside A"
"4820","tetracentronsides B"
"4821","vanillic acid"
"4822","vanillic aldehyde"
"4823","(E)-beta-farnesene"
"4824","1,8-cineole"
"4825","beta-caryophyllene"
"4826","beta-eudesmol"
"4827","caryophyllene oxide"
"4828","neothalfine"
"4829","thaliatrine"
"4830","thalifaberine"
"4831","thalirecebine"
"4832","thalistine"
"4833","3,5'-dihydroxythalifaboramine"
"4834","3-hydroxy-6'-desmethyl-9-O-methylthalifaboramine"
"4835","3-hydroxy-6'-desmethylthalifaboramine"
"4836","3-hydroxythalifaboramine"
"4837","5'-hydroxythalifaboramine"
"4838","6'-desmethylthalifaboramine"
"4839","thalifaberidine (6',8-desmethylthalifaberin)"
"4840","thalifaramine"
"4841","thalifarazine"
"4842","thalifaricine"
"4843","thalifaronine"
"4844","alkaloids"
"4845","a-terpinene"
"4846","beta-myrcene"
"4847","carvacrol"
"4848","gamma-terpinene"
"4849","p-cymene"
"4850","trans-caryophyllene"
"4851","Baenzigeride A"
"4852","Baenzigeride B"
"4853","Baenzigeroside A"
"4854","Baenzigeroside B"
"4855","Alkaloids"
"4856","columbamine"
"4857","dehydrodiscretamine"
"4858","jatrorrhizine"
"4859","magnoflorine"
"4860","menisperine"
"4861","palmatine"
"4862","stepharanine"
"4863","Amritoside A"
"4864","Amritoside B"
"4865","Amritoside C"
"4866","Amritoside D"
"4867","Tinotufolin D"
"4868","vitexilactone"
"4869","tinosinen"
"4870","tinosinenside"
"4871","Tinosposinenside A"
"4872","Tinosposinenside B"
"4873","Tinosposinenside C"
"4874","camphene"
"4875","carvacrol"
"4876","dillapiole"
"4877","dipentene"
"4878","limonene"
"4879","myrcene"
"4880","para-cymene"
"4881","thymol"
"4882","?-3-carene"
"4883","?-pinene"
"4884","?-terpinene"
"4885","?-pinene"
"4886","?-terpinene"
"4887","Pentandroside A"
"4888","Pentandroside B"
"4889","Pentandroside C"
"4890","Pentandroside D"
"4891","Pentandroside E"
"4892","Pentandroside F"
"4893","Pentandroside G"
"4894","Diterpenes"
"4895","3S,5R,6R,9S-tetrahydroxymegastigmane"
"4896","corchoionoside C"
"4897","icariside B4"
"4898","turpinionoside A"
"4899","turpinionoside B"
"4900","turpinionoside C"
"4901","turpinionoside D"
"4902","turpinionoside E"
"4903","secamonoide A "
"4904","secamonoide B"
"4905","3,4-dehydro-5-carboxystrictosidine"
"4906","isomitraphylline"
"4907","isopteropodine"
"4908","isorynchophyllin"
"4909","mitraphylline"
"4910","pteropodine"
"4911","rynchophyllin"
"4912","tomentoside A"
"4913","tomentoside B"
"4914","uncarine F"
"4915","aristololactam A II"
"4916","benzoic acid"
"4917","beta-daucosterol"
"4918","beta-sitosterol"
"4919","beta-sitosterol palmitate"
"4920","emodin"
"4921","euphorginol"
"4922","stigmasterol-3-O-beta-D-glucopyranoside"
"4923","taraxerol"
"4924","isovaleramide"
"4925","6-methylapigenin"
"4926","hesperidin"
"4927","3-O-fucopyranosylsaikogenin F"
"4928","luteolin"
"4929","verbathasin A"
"4930","1,7-dihydroxyxanthone"
"4931","1,8-dihydroxy-6-methoxy-3-methylanthraquinone"
"4932","3-geranyloxy-6-methyl-1,8-dihydroxyanthraquinone"
"4933","6-deoxyisojacareubin"
"4934","bivismiaquinone"
"4935","friedelin"
"4936","kaempferol"
"4937","laurentixanthone A"
"4938","laurentixanthone B"
"4939","O(1)-demethyl-3',4'-deoxypsorospermin-3',4'-diol"
"4940","stigmasterol"
"4941","vismiaquinone"
"4942","vismiaquinone B"
"4943","alkaloids"
"4944","3-O-acetylniduloic acid"
"4945","ethyl 3-O-acetylniduloate"
"4946","methyl 4-O-coumaroylquinate"
"4947","vittariflavone"
"4948","vittarilide A"
"4949","vittarilide B"
"4950","vittarin A"
"4951","vittarin B"
"4952","vittarin C"
"4953","vittarin D"
"4954","vittarin E"
"4955","vittarin F"
"4956","isorhamnetin 3-O-beta-D-glucopyranoside"
"4957","kaempferol"
"4958","kaempferol 3-O-alpha-L-rhamnopyranoside"
"4959","kaempferol 7-O-beta-D-glucopyranoside"
"4960","myricetin 3-O-alpha-L-rhamnopyranoside"
"4961","quercetin"
"4962","quercetin 3-O-alpha-L-rhamnopyranoside"
"4963","quercetin 3-O-beta-D-glucopyranoside"
"4964","quercetin 3-O-sophoroside"
"4965","11alpha-hydroxymuzigadiolide"
"4966","7alpha-hydroxy-8-drimen-11,12-olide"
"4967","9alpha-hydroxycinnamolide"
"4968","cinnamolide"
"4969","dendocarbin A"
"4970","dendocarbin L"
"4971","dendocarbin M"
"4972","kaempferol"
"4973","kaempferol 3-arabinoside"
"4974","kaempferol 3-glucoside"
"4975","kaempferol 3-rhamnoside"
"4976","kaempferol 3-rhamnoside-4'-galactoside"
"4977","kaempferol 3-rutinoside"
"4978","linoleic acid"
"4979","mukaadial"
"4980","muzigadial"
"4981","muzigadiolide"
"4982","myricetin"
"4983","myricetin 3-galactoside"
"4984","quercetin"
"4985","quercetin 3-glucoside"
"4986","quercetin 3-rhamnoside"
"4987","ugandensidial"
"4988","ugandensolide"
"4989","warburganal"
"4990","alkaloids"
"4991","16-alpha-hydroxykauranoic acid"
"4992","alpha-phellandrene"
"4993","alpha-pinene"
"4994","annomontacin"
"4995","annonacin"
"4996","beta-myrcene"
"4997","beta-myrcene"
"4998","beta-phellandrene"
"4999","gigantetrocin A"
"5000","gigantetronenin"
"5001","p-cymene"
"5002","p-mentha-1(7),8-diene"
"5003","Venezenin"
"5004","xylomatenin"
"5005","xylomaticin"
"5006","xylopiacin"
"5007","xylopianin"
"5008","Xylopien"
"5009","(E)-beta-ocimene"
"5010","(E)-caryophyllene"
"5011","beta-elemene"
"5012","bicyclogermacrene"
"5013","delta-cadinene"
"5014","delta-selinene"
"5015","germacrene B"
"5016","germacrene D"
"5017","?-copaene"
"5018","?-muurolene"
"5019","?-cadinene "
"5020","(-)-litcubine"
"5021","(-)-oblongine"
"5022","(-)-phellodendrine"
"5023","(+)-magnoflorine"
"5024","(+)-menisperine"
"5025","(+)-N-methylcorydine"
"5026","(+)-tembetarine"
"5027","(+)-xanthoplanine"
"5028","3,4-Dihydro-6,7-dimethoxy-2-methyl-isoquinolinium"
"5029","dehydrocoreximine"
"5030","dehydrodiscretine"
"5031","jatrorrhizine"
"5032","lotusine"
"5033","N-dimethylanomurine"
"5034","N-methylphoebine"
"5035","N-methylpurpuerine"
"5036","palmatine"
"5037","pycnarrhine"
"5038","stepharanine"
"5039","tetradehydroreticuline"
"5040","xylopinidine"
"5041","5-methoxycanthin-6-one"
"5042","canthin-6-one"
"5043","6""'-dihydrophaseoylspinosin"
"5044","6""'-feruloylspinosin"
"5045","6?,6""'-diferuloylspinosin"
"5046","isospinosin"
"5047","isovitexin-2?-O-?-(6-O-E-feruloyl)glucopyranoside"
"5048","isovitexin-2?-O-?-d-glucopyranoside"
"5049","spinosin"
"5050","swertisin"
"5051","5,7,4'-trihydroxyflavonol-3-O-beta-D-rhamnopyranosyl-(1-->6)-beta-D-glucopyranoside"
"5052","6'''-coumaroylspinosin"
"5053","betulic acid"
"5054","inosine"
"5055","jujuboside A"
"5056","jujuboside B"
"5057","jujuboside D"
"5058","jujuboside E"
"5059","linoleic"
"5060","oleic acids"
"5061","stearic acid"
"5062","sucrose"
