INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,INCHIKEY,SMILES,INCHI_STRING,MOLECULAR_FORMULA,MONOISOTOPIC_MASS,QC_LEVEL,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MG/KG-BW/DAY,EXPOCAST,NHANES,TOXVAL_DATA,TOXCAST_PERCENT_ACTIVE,TOXCAST_NUMBER_OF_ASSAYS/TOTAL,MS_READY_SMILES,QSAR_READY_SMILES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,IRIS_LINK,PPRTV_LINK,WIKIPEDIA_ARTICLE,QC_NOTES,ACTOR_REPORT,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
YYGNTYWPHWGJRM-AAJYLUCBSA-N,InChIKey,DTXSID0026044,(E)-Squalene,YYGNTYWPHWGJRM-AAJYLUCBSA-N,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,"InChI=1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3/b27-17+,28-18+,29-23+,30-24+",C30H50,410.3912516,DSSTox_Low,4.32E-04,Y,-,Y,0.0,0/79,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,2030,-,10,-,-,Y,"all trans form


",Y,46.1318,433.524,1.1246E-08,0.794,0.834,5.39511E-10,215.134,112.563,0.172,0.0203704,28.08,143.833,-,-,1.19124E-07,1.46555E-09,1.82724E-10,10377.3,20.7567,436.132,2.52854E-07,3.18803,11.6908,10185.1,9.45128,-52.9081,2.93606E-06,1.24149E-08
XJFGTYYCVFPPMQ-JXCDLVPQSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XJFGTYYCVFPPMQ-JXCDLVPQSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XJFGTYYCVFPPMQ-RDCAMWFPSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DGDGISHVMVMEBQ-IHXHSXLNSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DNWOEBSKFPAKBW-DTMQFJJTSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VUBBVVYLKRSKAR-XCZFOBESSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NNZPKJGWSFLBKX-BSKKOURMSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GJYCSCFUJNJVHU-IHXHSXLNSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XNJIBSNKGMLTOD-IKDNBOLRSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XEYWZJNHBIZTAF-ZBXJPHOBSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XMGQYMWWDOXHJM-UHFFFAOYSA-N,Indigo InChIKey,DTXSID2029612,Limonene,XMGQYMWWDOXHJM-UHFFFAOYSA-N,CC(=C)C1CCC(C)=CC1,"InChI=1/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",C10H16,136.1252005,DSSTox_Low,3.35E-04,Y,-,Y,0.92,4/433,CC(=C)C1CCC(C)=CC1,CC(=C)C1CCC(C)=CC1,1005,160,4265,-,-,Y,-,Y,523.87,170.51,8.31764E-06,0.84,0.75,9.33254E-06,47.49,-54.53,0.27,0.0354813,26.36,118.65,0.000131826,1.25893,2.5704,0.000107152,1.71014E-10,247.895,2.93262,175.173,0.022543,4.07303,4.3111,2297,4.51408,-85.0459,1.5412,9.09154E-05
HFPZCAJZSCWRBC-UHFFFAOYSA-N,InChIKey,DTXSID3026645,p-Cymene,HFPZCAJZSCWRBC-UHFFFAOYSA-N,CC(C)C1=CC=C(C)C=C1,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",C10H14,134.1095505,DSSTox_Low,2.60E-05,Y,-,Y,1.06,9/851,CC(C)C1=CC=C(C)C=C1,CC(C)C1=CC=C(C)C=C1,223,144,19,-,Y,Y,-,Y,415.911,175.943,2.47172E-05,0.868,0.668,8.16582E-05,54.867,-50.272,-,0.0232809,28.026,123.106,0.000200909,1.47231,1.47911,0.000462381,1.50605E-11,536.408,5.95526,176.649,0.00797231,1.1219,4.30931,1947.76,4.10598,-67.9752,0.357852,0.000202071
NDVASEGYNIMXJL-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IHPKGUQCSIINRJ-NTMALXAHSA-N,InChIKey,DTXSID3052018,"(Z)-3,7-Dimethylocta-1,3,6,-triene",IHPKGUQCSIINRJ-NTMALXAHSA-N,CC(C)=CC\C=C(\C)C=C,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8-",C10H16,136.1252005,DSSTox_High,5.95E-06,Y,-,Y,-,-,CC(C)=CCC=C(C)C=C,CC(C)=CCC=C(C)C=C,-,38,2,-,-,-,double geometry; cis (Z),Y,478.63,165.116,0.00000414,0.78,0.788,6.0256E-06,43.835,-58.283,-,0.026485,22.728,126.831,8.81049E-05,0.591562,2.70396,9.46237E-05,2.51922E-10,216.354,3.86396,174.767,0.03488,1.74817,4.46657,239.442,4.30177,-57.3759,3.9603,1.49759E-05
JUWUWIGZUVEFQB-UHFFFAOYSA-N,Indigo InChIKey,DTXSID2047197,"3,3-Dimethyl-8,9-dinorbornan-2-yl acetate",JUWUWIGZUVEFQB-UHFFFAOYSA-N,CC(=O)OC1C2(C)CCC(C2)C1(C)C,"InChI=1/C12H20O2/c1-8(13)14-10-11(2,3)9-5-6-12(10,4)7-9/h9-10H,5-7H2,1-4H3",C12H20O2,196.1463299,DSSTox_Low,1.30E-04,Y,-,Y,0.25,1/400,CC(=O)OC1C2(C)CCC(C2)C1(C)C,CC(=O)OC1C2(C)CCC(C2)C1(C)C,-,44,1,-,-,-,-,Y,85.5067,222.876,1.02094E-05,0.96,0.719,0.000105682,78.222,47.357,0.016,0.0128529,30.895,114.969,0.000242103,-,0.18281,0.00254683,1.3733E-11,22.0639,4.49177,221.045,0.000515813,0.208626,5.87223,168.04,4.1757,33.5207,0.0783152,0.00140666
BNWJOHGLIBDBOB-UHFFFAOYSA-N,InChIKey,DTXSID1025693,Myristicin,BNWJOHGLIBDBOB-UHFFFAOYSA-N,COC1=C2OCOC2=CC(CC=C)=C1,"InChI=1S/C11H12O3/c1-3-4-8-5-9(12-2)11-10(6-8)13-7-14-11/h3,5-6H,1,4,7H2,2H3",C11H12O3,192.0786442,DSSTox_Low,2.05E-04,Y,-,Y,1.7,4/235,COC1=C2OCOC2=CC(CC=C)=C1,COC1=C2OCOC2=CC(CC=C)=C1,78,88,-,-,-,Y,-,Y,37.2392,274.609,4.08319E-05,1.11,0.711,7.67361E-05,110.999,21.434,0.075,0.0151705,-,139.659,0.000475335,4.22669,0.00134896,0.00430527,1.77912E-10,3.76453,4.89548,276.436,7.59699E-06,0.191137,5.96288,123.797,1.92993,49.8186,0.000566743,0.0240529
NDVASEGYNIMXJL-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MOYAFQVGZZPNRA-UHFFFAOYSA-N,InChIKey,DTXSID0027222,Terpinolene,MOYAFQVGZZPNRA-UHFFFAOYSA-N,CC(C)=C1CCC(C)=CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4H,5-7H2,1-3H3",C10H16,136.1252005,DSSTox_Low,1.92E-06,Y,-,Y,4.38,19/434,CC(C)=C1CCC(C)=CC1,CC(C)=C1CCC(C)=CC1,38,89,52,-,-,Y,-,Y,501.72,179.89,4.57088E-06,0.86,0.77,1.28825E-05,49.99,-33.29,0.18,0.0346737,26.37,118.88,0.000147911,1.25893,2.04174,6.16595E-05,2.24984E-10,223.878,11.6529,185.91,0.0261629,4.6596,4.60988,2313.82,4.46976,36.6787,0.747495,6.94187E-05
IHPKGUQCSIINRJ-CSKARUKUSA-N,InChIKey,DTXSID8040567,Ocimene (E),IHPKGUQCSIINRJ-CSKARUKUSA-N,CC(C)=CC\C=C(/C)C=C,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8+",C10H16,136.1252005,DSSTox_High,6.68E-06,Y,-,-,-,-,CC(C)=CCC=C(C)C=C,CC(C)=CCC=C(C)C=C,-,70,-,-,-,-,double bond geometry; E isomer; E-beta-ocimene,Y,478.63,165.116,0.00000414,0.78,0.788,6.0256E-06,43.835,-58.283,-,0.026485,22.728,126.831,8.81049E-05,0.591562,2.70396,9.46237E-05,2.51922E-10,216.354,3.86396,174.767,0.03488,1.74817,4.46657,239.442,4.30177,-57.3759,3.9603,1.49759E-05
XPFCGZWOHNGDSP-UHFFFAOYSA-N,InChIKey,DTXSID70419640,5-Hydroxyxanthotoxin,XPFCGZWOHNGDSP-UHFFFAOYSA-N,COC1=C2OC(=O)C=CC2=C(O)C2=C1OC=C2,"InChI=1S/C12H8O5/c1-15-12-10-7(4-5-16-10)9(14)6-2-3-8(13)17-11(6)12/h2-5,14H,1H3",C12H8O5,232.0371734,Public_Low,-,-,-,Y,-,-,COC1=C2OC(=O)C=CC2=C(O)C2=C1OC=C2,COC1=C2OC(=O)C=CC2=C(O)C2=C1OC=C2,-,25,-,-,-,-,-,Y,-,367.51,2.15774E-05,1.44,0.908,2.14783E-05,216.414,206.201,0.538,0.00283139,-,-,1.90108E-05,25.8226,7.51623E-08,0.000376704,2.81876E-11,2.33771,3.35055,318.324,1.71843E-11,0.67504,9.74732,1275.84,1.24856,238.049,5.33725E-08,0.104477
KZJWDPNRJALLNS-VJSFXXLFSA-N,InChIKey,DTXSID5022481,beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",C29H50O,414.3861662,DSSTox_Low,7.23E-07,Y,-,Y,0.0,0/82,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,2175,162,-,-,-,Y,-,Y,785.236,408.379,9.18333E-07,0.899,0.963,1.40281E-07,213.344,128.118,0.226,0.00215774,37.034,-,-,-,3.06196E-08,1.38676E-07,3.10916E-11,729.105,256.191,390.842,4.77227E-08,13.739,10.3464,58813.2,9.22714,143.458,1.88174E-08,2.91967E-06
NPJICTMALKLTFW-OFUAXYCQSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
QZZGJDVWLFXDLK-UHFFFAOYSA-N,InChIKey,DTXSID6021664,Tetracosanoic acid,QZZGJDVWLFXDLK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C24H48O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h2-23H2,1H3,(H,25,26)",C24H48O2,368.3654308,DSSTox_Low,9.60E-08,Y,-,Y,-,-,CCCCCCCCCCCCCCCCCCCCCCCC(O)=O,CCCCCCCCCCCCCCCCCCCCCCCC(O)=O,150,96,-,-,-,Y,-,Y,8.22243,420.329,5.44503E-06,0.853,0.591,1.57036E-07,213.967,79.285,0.001,0.0566239,30.835,158.293,4.89779E-08,44.978,8.66962E-10,3.11172E-06,1.51971E-11,260.775,91.0476,343.809,6.95147E-08,0.980676,10.4354,10237.6,9.34035,84.2212,1.01334E-07,1.87345E-07
ODHCTXKNWHHXJC-VKHMYHEASA-N,InChIKey,DTXSID6046260,Pidolic acid,ODHCTXKNWHHXJC-VKHMYHEASA-N,OC(=O)[C@@H]1CCC(=O)N1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",C5H7NO3,129.0425931,DSSTox_Low,4.07E-07,Y,-,Y,0.0,0/235,OC(=O)C1CCC(=O)N1,OC(=O)C1CCC(=O)N1,2647,201,-,-,-,Y,-,Y,0.419759,273.348,0.00109396,1.29,0.912,0.0049204,160.714,158.116,0.129,0.0199526,-,165.81,0.0238232,36.7282,6.48634E-06,0.688652,3.174E-12,4.20668,3.54272,272.45,9.15195E-09,0.126797,7.76855,45.5241,-2.08,184.652,7.44465E-06,0.234609
HCXVJBMSMIARIN-PHZDYDNGSA-N,InChIKey,DTXSID801015733,Stigmasterol,HCXVJBMSMIARIN-PHZDYDNGSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@@H](CC)C(C)C,"InChI=1S/C29H48O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h8-10,19-21,23-27,30H,7,11-18H2,1-6H3/b9-8+/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",C29H48O,412.3705162,Public_Medium,-,-,-,Y,-,-,CCC(C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,-,-,1,-,-,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.63258E-11,526.73,254.962,389.349,4.39504E-08,13.7253,10.3509,96996.8,8.9126,147.418,1.87852E-08,3.03135E-06
KDYFGRWQOYBRFD-UHFFFAOYSA-N,InChIKey,DTXSID6023602,Butanedioic acid,KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(=O)CCC(O)=O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",C4H6O4,118.0266087,DSSTox_Low,1.79E-06,Y,-,Y,0.23,1/429,OC(=O)CCC(O)=O,OC(=O)CCC(O)=O,3198,594,150,-,-,Y,-,Y,0.299916,279.143,0.00218273,1.39,0.771,0.002208,156.05,134.428,0.095,0.0262422,31.197,164.183,0.00977237,6.35331,2.98538E-05,0.72277,2.54629E-12,3.89367,5.96871,316.541,8.84113E-09,0.123462,7.21213,19.4164,-0.589688,187.731,1.94964E-07,0.9167
WKOLLVMJNQIZCI-UHFFFAOYSA-N,InChIKey,DTXSID6059522,Vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,COC1=CC(=CC=C1O)C(O)=O,"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)",C8H8O4,168.0422587,Public_High,4.04E-07,Y,-,Y,-,-,COC1=CC(=CC=C1O)C(O)=O,COC1=CC(=CC=C1O)C(O)=O,646,180,-,-,-,Y,SRS/ChemID matched; SRS trust index 3,Y,1.36458,303.344,0.000542001,1.419,0.645,0.000579429,184.858,177.339,0.025,0.00570164,-,-,0.00519996,-,2.93765E-06,0.0501187,8.51195E-12,4.66436,3.53709,260.466,1.19911E-10,0.12623,7.83944,52.6747,1.42602,211.899,1.59425E-07,0.00891889
KZJWDPNRJALLNS-VJSFXXLFSA-N,InChIKey,DTXSID5022481,beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",C29H50O,414.3861662,DSSTox_Low,7.23E-07,Y,-,Y,0.0,0/82,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,2175,162,-,-,-,Y,-,Y,785.236,408.379,9.18333E-07,0.899,0.963,1.40281E-07,213.344,128.118,0.226,0.00215774,37.034,-,-,-,3.06196E-08,1.38676E-07,3.10916E-11,729.105,256.191,390.842,4.77227E-08,13.739,10.3464,58813.2,9.22714,143.458,1.88174E-08,2.91967E-06
MQYXUWHLBZFQQO-QGTGJCAVSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WKOLLVMJNQIZCI-UHFFFAOYSA-N,InChIKey,DTXSID6059522,Vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,COC1=CC(=CC=C1O)C(O)=O,"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)",C8H8O4,168.0422587,Public_High,4.04E-07,Y,-,Y,-,-,COC1=CC(=CC=C1O)C(O)=O,COC1=CC(=CC=C1O)C(O)=O,646,180,-,-,-,Y,SRS/ChemID matched; SRS trust index 3,Y,1.36458,303.344,0.000542001,1.419,0.645,0.000579429,184.858,177.339,0.025,0.00570164,-,-,0.00519996,-,2.93765E-06,0.0501187,8.51195E-12,4.66436,3.53709,260.466,1.19911E-10,0.12623,7.83944,52.6747,1.42602,211.899,1.59425E-07,0.00891889
MGYMHQJELJYRQS-VHSXEESVSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRWFGVWFFZKLTI-UHFFFAOYSA-N,Indigo InChIKey,DTXSID4026501,alpha-Pinene,GRWFGVWFFZKLTI-UHFFFAOYSA-N,CC1=CCC2CC1C2(C)C,"InChI=1/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3",C10H16,136.1252005,DSSTox_High,6.33E-07,Y,-,Y,0.7,3/427,CC1=CCC2CC1C2(C)C,CC1=CCC2CC1C2(C)C,544,113,161,-,-,Y,-,Y,1127.2,161.622,4.54988E-05,0.881,0.836,8.07235E-06,48.869,-29.27,0.05,0.0274157,28.774,114.426,0.000199526,1.6788,7.97995,0.00061235,5.38055E-11,336.514,7.18821,163.035,0.133474,3.32387,4.4445,2660.91,4.82559,-59.6218,4.71177,1.84611E-05
YHQGMYUVUMAZJR-UHFFFAOYSA-N,InChIKey,DTXSID9041237,alpha-Terpinene,YHQGMYUVUMAZJR-UHFFFAOYSA-N,CC(C)C1=CC=C(C)CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,6,8H,5,7H2,1-3H3",C10H16,136.1252005,DSSTox_Low,4.54E-05,Y,-,Y,2.49,15/602,CC(C)C1=CC=C(C)CC1,CC(C)C1=CC=C(C)CC1,137,83,6,-,-,Y,-,Y,584.62,174.7,9.77237E-06,0.86,0.78,1.46218E-05,49.96,-39.21,0.04,0.0323594,25.55,119.25,0.000125893,1.07152,1.86209,8.51138E-05,3.62181E-10,187.103,4.65258,175.028,0.0238134,3.19397,4.31894,2308.57,4.25107,-11.8227,1.08969,4.39962E-05
YHQGMYUVUMAZJR-UHFFFAOYSA-N,InChIKey,DTXSID9041237,alpha-Terpinene,YHQGMYUVUMAZJR-UHFFFAOYSA-N,CC(C)C1=CC=C(C)CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,6,8H,5,7H2,1-3H3",C10H16,136.1252005,DSSTox_Low,4.54E-05,Y,-,Y,2.49,15/602,CC(C)C1=CC=C(C)CC1,CC(C)C1=CC=C(C)CC1,137,83,6,-,-,Y,-,Y,584.62,174.7,9.77237E-06,0.86,0.78,1.46218E-05,49.96,-39.21,0.04,0.0323594,25.55,119.25,0.000125893,1.07152,1.86209,8.51138E-05,3.62181E-10,187.103,4.65258,175.028,0.0238134,3.19397,4.31894,2308.57,4.25107,-11.8227,1.08969,4.39962E-05
WUOACPNHFRMFPN-UHFFFAOYSA-N,Indigo InChIKey,DTXSID5026625,alpha-Terpineol,WUOACPNHFRMFPN-UHFFFAOYSA-N,CC1=CCC(CC1)C(C)(C)O,"InChI=1/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3",C10H18O,154.1357652,DSSTox_High,2.21E-06,Y,-,Y,0.42,1/238,CC1=CCC(CC1)C(C)(C)O,CC1=CCC(CC1)C(C)(C)O,135,170,212,-,-,Y,-,Y,20.96,223.67,0.00025704,0.92,0.87,0.000136458,86.34,70.39,0.04,0.018197,30.67,130.81,0.000891251,6.91831,0.0467735,0.00562341,7.9782E-11,9.17552,2.66041,219.067,2.23645E-06,0.118183,7.15546,186.165,2.98107,37.1122,0.0422332,0.00545271
IGODOXYLBBXFDW-UHFFFAOYSA-N,Indigo InChIKey,DTXSID2026496,alpha-Terpinyl acetate,IGODOXYLBBXFDW-UHFFFAOYSA-N,CC(=O)OC(C)(C)C1CCC(C)=CC1,"InChI=1/C12H20O2/c1-9-5-7-11(8-6-9)12(3,4)14-10(2)13/h5,11H,6-8H2,1-4H3",C12H20O2,196.1463299,DSSTox_High,2.83E-04,Y,-,Y,7.73,47/608,CC(=O)OC(C)(C)C1CCC(C)=CC1,CC(=O)OC(C)(C)C1CCC(C)=CC1,10,96,1,-,-,-,-,Y,55.847,234.636,2.63027E-05,0.929,0.52,2.41546E-05,90.758,37.232,-0.05,0.015417,28.858,130.033,8.62979E-05,2.92415,0.0749894,0.00138357,8.36388E-11,52.3512,4.51781,230.057,0.000146921,0.158594,5.72796,87.0961,3.96042,-13.3861,0.0460998,0.00132854
MGYMHQJELJYRQS-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WVDDGKGOMKODPV-UHFFFAOYSA-N,InChIKey,DTXSID5020152,Benzyl alcohol,WVDDGKGOMKODPV-UHFFFAOYSA-N,OCC1=CC=CC=C1,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",C7H8O,108.0575149,DSSTox_Low,1.19E-04,Y,-,Y,0.94,8/855,OCC1=CC=CC=C1,OCC1=CC=CC=C1,777,395,7650,-,Y,Y,-,Y,6.16,207.52,0.000295121,1.04,0.24,0.000630957,91.77,9.7,0.23,0.00416869,38.36,151.99,0.00446684,4.46684,0.223872,0.467735,2.28712E-11,6.25002,6.59692,205.218,3.45874E-07,0.173228,4.97127,12.6442,1.10165,-14.59,0.0947063,0.389972
